"Campaign Name","SourceKey","Owner","Request Status","Campaign Origin","Campaign No","Comments","Status","Campaign Type","IB/NNN","Starting Quarter","Execution Start Date","Execution End Date","Campaign/WBS Code","DAT link for Content","Digital Assets team support","Briefing for DAT","Roles","Industry (MC)","Sub-Industries","Solution Area L1","Solution Area L2","Partner","Region Name (level 2)","Campaign Priority","Creado","SourceListName","SourceID"
"Heathcare - Meet Your SAP Team","BeNeLux-71","To be Assigned","Requested","SDE","CMP-000",,"Committed","Outreach Campaign","Cross","2026-Q1","3/2/2026",,"CRM-WE26-S4H-BE_MeetSAP",,"Outreach Sequence",,"[""CIO"",""CFO""]","[""Cross Industry""]",,"[""SAP Business Suite Cross""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 2","3/9/2026 8:51 AM","BeNeLux","71"
"Engineering Construction & Operations_NicolasMartin_H1","BeNeLux-72","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","3/5/2026",,"CRM-WE26-S4H-BELUX_ECaO ","https://www.canva.com/design/DAG_nyGgr3k/CoslO533BwQUzwSyzuwKbQ/view?utm_content=DAG_nyGgr3k&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h5caddaa85b","Outreach Sequence",,"[""CIO"",""CEO"",""CHRO"",""COO""]","[""Engineering, Construction, and Operations""]",,"[""Other""]","[""S/4HANA Finance""]",,"CS BeNeLux",,"3/9/2026 8:51 AM","BeNeLux","72"
"EMEA - NL - Stephanie - Dutch - Retail, Consumer Prod., Wholesale Distr. - Q126","BeNeLux-74","To be Assigned","Requested","SDE","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","3/5/2026","4/16/2026","CRM-WE26-S4H-NE_RoosSW","I would like to request a one pager. And a sequence please. ","Outreach Sequence",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO"",""CPO""]","[""Retail"",""Consumer Products"",""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/9/2026 8:51 AM","BeNeLux","74"
"EMEA - NL - Stephanie - ENG - Retail, Consumer Prod., Wholesale Distr. - Q126","BeNeLux-75","To be Assigned","Requested","SDE","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1","3/5/2026","4/16/2026","CRM-WE26-S4H-NE_RoosSW","I would like to request a one pager. And a sequence please. ","Outreach Sequence",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO"",""CPO""]","[""Retail"",""Consumer Products"",""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS BeNeLux","Priority 1","3/9/2026 8:51 AM","BeNeLux","75"
"Wholesale Distribution MEA South Campaign","MEASouth-2","Ariadna","Completed","DCM","CMP-000","4408 Accounts have been identified for a Retail Campaign in Q1FY26. These are both Accounts that are NNN and Install base in CRM only across MEA South.","Planned","Outreach Campaign","NNN","2026-Q1","1/25/2026","2/27/2026","CRM-WE26-S4H-MEAS_WSDQ1","https://web.outreach.io/sequences/68004/overview","Outreach Sequence",,"[""CIO"",""CFO"",""CEO"",""COO"",""CMO"",""CSO""]","[""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS MEA South","Priority 1","3/9/2026 9:00 AM","MEA South","2"
"Transportation in Ghana Campaign","MEASouth-6","Ariadna","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-MEAS_WOW_T","https://web.outreach.io/sequences/69095/overview","Outreach Sequence",,,"[""Travel and Transportation""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS MEA South","Priority 1","3/9/2026 9:00 AM","MEA South","6"
"Healthcare Campaign in South Africa","MEASouth-9","Ariadna","Completed","DCM","CMP-000","94 (463 in MEA South) Accounts have been identified for a Healthcare Campaign in Q1FY26. These are Accounts in CRM that are NNN and are Domestic in South Africa.","Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-MEAS_WOW_H","https://web.outreach.io/sequences/69484/overview","Outreach Sequence",,,"[""Healthcare""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS MEA South","Priority 1","3/9/2026 9:00 AM","MEA South","9"
"Real Estate Campaign in South Africa","MEASouth-8","Ariadna","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-MEAS_WOW_R","https://web.outreach.io/sequences/68150/overview","Outreach Sequence",,,"[""Engineering, Construction, and Operations""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS MEA South","Priority 1","3/9/2026 9:00 AM","MEA South","8"
"Retail Campaign MEA South Campaign","MEASouth-1","Ariadna","Completed","DCM","CMP-000","1362 Accounts have been identified for a Retail Campaign in Q1FY26. These are all NNN and Accounts in CRM across MEA South.","Planned","In person Event","Cross","2026-Q1","1/25/2026","2/26/2026","CRM-WE26-S4H-MEAS_RETQ1","https://web.outreach.io/sequences/68003/overview","Outreach Sequence",,"[""CIO"",""CEO"",""CFO"",""COO"",""CMO"",""CSO""]","[""Retail""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS MEA South","Priority 1","3/9/2026 9:00 AM","MEA South","1"
"Mining Campaign  in South Africa","MEASouth-5","Ariadna","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-MEAS_WOW_M","https://web.outreach.io/sequences/68166/overview","Outreach Sequence",,,"[""Mill Products and Mining""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS MEA South","Priority 1","3/9/2026 9:00 AM","MEA South","5"
"Sage Install Base Attack Campaign for MEA South","MEASouth-36","Ariadna","Completed","DCM","CMP-000","Personas have already been provided hence no need for profiling.","Planned","Outreach Campaign","NNN","2026-Q1","3/22/2026","5/18/2026","CRM-WE25-EME-431750","https://www.canva.com/design/DAHDLBuMtAI/kWVAiKEeF5AoFrmRqyG54Q/view?utm_content=DAHDLBuMtAI&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hc6d8e7b238","One Pager",,"[""CIO"",""CFO"",""CEO""]","[""Cross Industry""]",,"[""Finance and Spend Management"",""SAP Business Suite Cross""]","[""S/4HANA Finance"",""S/4HANA Private""]",,"CS MEA South","Priority 1","3/9/2026 9:01 AM","MEA South","36"
"Media Campaign in UAE","MEASouth-17","Ariadna","Completed","DCM","CMP-000","397 Accounts have been identified for a Media Campaign in Q1FY26. These are Accounts that are NNN, Domestic and in CRM only in UAE focusing on Partner Driven.","Running","Outreach Campaign","Cross","2026-Q1","1/25/2026","3/26/2026","CRM-WE26-S4H-MEAS_MEDH1","https://web.outreach.io/sequences/69534/overview","Outreach Sequence",,"[""CIO"",""CEO"",""CFO"",""COO""]","[""Media""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS MEA South","Priority 1","3/9/2026 9:01 AM","MEA South","17"
"Maren - Life Science + Research Higher Education - NO (Period 3)","Nordics-11","Mai","Completed","DCM","CMP-000","Period 3 - March: Focus Campaign ","Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-BTP-NO02_ECRSC","https://www.canva.com/design/DAHEZELWp0I/QQOMS2lgfivLi_elBflxUA/view?utm_content=DAHEZELWp0I&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h88213c4876","One Pager",,"[""CIO"",""CFO"",""CEO""]","[""Higher Education and Research"",""Life Sciences""]",,"[""Cross and Corporate Areas"",""Finance and Spend Management""]","[""Finance and Q2C public""]",,"CS Nordic",,"3/9/2026 9:15 AM","Nordics","11"
"EMARSYS- Retail CRM","SouthernEurope-18","Ariadna","Completed","DCM","CMP-000",,"Delayed","Outreach Campaign","NNN","2026-Q1","5/4/2026","5/29/2026","CRM-WE26-CEX-PTEMARRT","https://globaldigitalstrategy.my.canva.site/premium-campaign-package-cx-emarsys-israel","One Pager",,"[""CMO"",""CIO""]","[""Retail""]",,"[""Customer Experience""]","[""Marketing""]",,"CS Portugal","Priority 1","3/9/2026 9:33 AM","Southern Europe","18"
"Cloud ERP- Wholesale Distribution CRM","SouthernEurope-20","Ariadna","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/9/2026","3/16/2026","CRM-WE26-S4H-PTERPWSDIS","https://www.canva.com/design/DAG_PHrR4oo/IN9kqmklUEcwGSOCp_BXuQ/view?utm_content=DAG_PHrR4oo&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h421c89445b","One Pager",,"[""CEO"",""CFO"",""CIO""]","[""Wholesale Distribution""]",,"[""SAP Business Suite Cross""]","[""Artificial Intelligence"",""S/4HANA Finance"",""Finance and Q2C public""]",,"CS Portugal","Priority 2","3/9/2026 9:33 AM","Southern Europe","20"
"GROW Auto Suppliers CRM","SouthernEurope-30","Ariadna","Completed","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","2/2/2026","3/2/2026","CRM-WE26-S4H-TRSUPPLIER","https://www.canva.com/design/DAG-2ZUllXQ/CuWcBYm7W5iIT2hdMzqvtw/view?utm_content=DAG-2ZUllXQ&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h5f44bb401d","One Pager",,"[""CEO"",""CIO"",""CFO""]","[""Automotive""]","[""Suppliers"",""Battery Suppliers and Manufacturers"",""A&D Manufacturers and Tier 1 Suppliers"",""Tier 2+ Suppliers""]","[""SAP Business Suite Cross""]","[""Finance and Q2C private"",""Finance and Q2C public"",""S/4HANA Finance"",""S/4HANA Private"",""SAP Integration Suite"",""Artificial Intelligence""]",,"CS Türkiye","Priority 1","3/9/2026 9:33 AM","Southern Europe","30"
"Cloud ERP- Retail CRM","SouthernEurope-19","Ariadna","Completed","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","1/19/2026","2/20/2026","CRM-WE26-S4H-PTCLOERPRT","https://www.canva.com/design/DAG_D2hX2Jk/GNnXJnLVWrpn4n01C77NFg/view?utm_content=DAG_D2hX2Jk&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hdacb52b536","One Pager",,"[""CEO"",""CFO"",""CIO""]","[""Retail""]",,"[""SAP Business Suite Cross""]","[""Artificial Intelligence"",""S/4HANA Finance"",""Finance and Q2C public""]",,"CS Portugal","Priority 1","3/9/2026 9:33 AM","Southern Europe","19"
"GROW Auto Dealers CRM","SouthernEurope-32","Ariadna","Completed","DCM","CMP-000","Referans Çetaş Public Cloud
","Executed","Outreach Campaign","NNN","2026-Q1","2/2/2026","3/2/2026","CRM-WE26-S4H-TRDEALERS","https://www.canva.com/design/DAG_CdXJPBU/3VvUdRoP1wEOJ3JOdLoOQw/view?utm_content=DAG_CdXJPBU&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=he36c616b7c","One Pager",,"[""CEO"",""CIO"",""CFO""]","[""Automotive""]","[""Dealers""]","[""SAP Business Suite Cross""]","[""Finance and Q2C private"",""Finance and Q2C public"",""S/4HANA Finance"",""S/4HANA Private"",""SAP Integration Suite"",""Artificial Intelligence""]",,"CS Türkiye","Priority 1","3/9/2026 9:33 AM","Southern Europe","32"
"HCM Cross Industry CRM Domestic Above 500","SouthernEurope-21","Ariadna","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","3/9/2026","4/10/2026","CRM-WE26-HXM-PTCROSSIND","https://www.canva.com/design/DAHCV6glUhI/0urdcbqlB9mO4fP-VpHQxA/view?utm_content=DAHCV6glUhI&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hd0a7bb1fd1","One Pager",,"[""CHRO""]","[""Cross Industry""]",,"[""Human Capital Management""]","[""SuccessFactors Cross""]",,"CS Portugal","Priority 3","3/9/2026 9:33 AM","Southern Europe","21"
"EMARSYS- Retail CRM","SouthernEurope-28","Ariadna","Completed","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","1/5/2026","1/30/2026","CRM-WE26-CEX-TRRETAIL","https://globaldigitalstrategy.my.canva.site/premium-campaign-package-cx-emarsys-israel","One Pager",,"[""CMO"",""CIO""]","[""Retail""]",,"[""Customer Experience""]","[""Marketing""]",,"CS Türkiye","Priority 1","3/9/2026 9:33 AM","Southern Europe","28"
"Cloud ERP- Retail NON-CRM","SouthernEurope-25","Ariadna","Completed","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","1/19/2026","2/20/2026","CRM-WE26-S4H-PTCLOERPRT","https://www.canva.com/design/DAG_D2hX2Jk/GNnXJnLVWrpn4n01C77NFg/view?utm_content=DAG_D2hX2Jk&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hdacb52b536","One Pager",,"[""CEO"",""CFO"",""CIO""]","[""Retail""]",,"[""SAP Business Suite Cross""]","[""Artificial Intelligence"",""S/4HANA Finance"",""Finance and Q2C public""]",,"CS Portugal","Priority 1","3/9/2026 9:33 AM","Southern Europe","25"
"Sales Cloud Eng&Cons CRM","SouthernEurope-39","Ariadna","Completed","DCM","CMP-000","started on 2/2
","Running","Outreach Campaign","NNN","2026-Q1","3/2/2026","4/1/2026","CRM-WE26-CEX-TRENGNCONS","https://www.canva.com/design/DAG_OFIJxx8/KkBzobYEVZvoDLM532azGw/view?utm_content=DAG_OFIJxx8&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h48eaffc6c9","One Pager",,"[""CSO""]","[""Engineering, Construction, and Operations""]",,"[""Customer Experience""]","[""Sales and Service""]",,"CS Türkiye","Priority 3","3/9/2026 9:33 AM","Southern Europe","39"
"Cloud ERP- Wholesale Distribution NON-CRM","SouthernEurope-26","Ariadna","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/9/2026","3/16/2026","CRM-WE26-S4H-PTERPWSDIS","https://www.canva.com/design/DAG_PHrR4oo/IN9kqmklUEcwGSOCp_BXuQ/view?utm_content=DAG_PHrR4oo&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h421c89445b","One Pager",,"[""CEO"",""CFO"",""CIO""]","[""Wholesale Distribution""]",,"[""SAP Business Suite Cross""]","[""Artificial Intelligence"",""S/4HANA Finance"",""Finance and Q2C public""]",,"CS Portugal","Priority 2","3/9/2026 9:33 AM","Southern Europe","26"
"GROW Eng&Cons CRM","SouthernEurope-35","Ariadna","Completed","DCM","CMP-000","Ece:  STARTED ON 21/01 when the One Pager is completed","Running","Outreach Campaign","NNN","2026-Q1","1/21/2026","2/13/2026","CRM-WE26-S4H-TRENGCONS","https://www.canva.com/design/DAG-8asgS2c/-TNIubr8JIp0Ts5K7KWYNg/view?utm_content=DAG-8asgS2c&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hdd3847c587","One Pager",,"[""CEO"",""CIO"",""CFO""]","[""Engineering, Construction, and Operations""]",,"[""SAP Business Suite Cross""]","[""Finance and Q2C private"",""Finance and Q2C public"",""S/4HANA Finance"",""S/4HANA Private"",""SAP Integration Suite"",""Artificial Intelligence""]",,"CS Türkiye","Priority 1","3/9/2026 9:33 AM","Southern Europe","35"
"HCM - Cross Ipek-Burcu CRM","SouthernEurope-37","Ariadna","Completed","DCM","CMP-000","Started the campaign on 22nd of Jan when I recieved Digital Asset Team's one pager.
1- https://web.outreach.io/accounts?smart_view=598325 2- https://web.outreach.io/accounts?smart_view=598326 3- https://web.outreach.io/accounts?smart_view=598327","Running","Outreach Campaign","NNN","2026-Q1","1/22/2026","3/6/2026","CRM-WE26-HXM-TRCROSSIB","https://www.canva.com/design/DAG-98s3w6o/B_dpSApOPqJYi4acrAyorg/view?utm_content=DAG-98s3w6o&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h7fb5d331fe","One Pager",,"[""CHRO""]","[""Engineering, Construction, and Operations"",""Higher Education and Research"",""Life Sciences"",""Professional Services"",""Travel and Transportation"",""Wholesale Distribution""]",,"[""Human Capital Management""]","[""SuccessFactors Cross"",""Artificial Intelligence"",""Core HR and Payroll public""]",,"CS Türkiye","Priority 1","3/9/2026 9:33 AM","Southern Europe","37"
"EMARSYS- Retail NON-CRM","SouthernEurope-24","Ariadna","Completed","DCM","CMP-000",,"Delayed","Outreach Campaign","NNN","2026-Q1","5/4/2026","5/29/2026","CRM-WE26-CEX-PTEMARRT","https://globaldigitalstrategy.my.canva.site/premium-campaign-package-cx-emarsys-israel","One Pager",,"[""CMO"",""CIO""]","[""Retail""]",,"[""Customer Experience""]","[""Marketing""]",,"CS Portugal","Priority 1","3/9/2026 9:33 AM","Southern Europe","24"
"GROW Food&Beverage CRM","SouthernEurope-41","Ariadna","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/5/2026","1/30/2026","CRM-WE26-S4H-TRFNB ","https://www.canva.com/design/DAG_IQYER8U/elb03Q-oTWssX-nUMcXJwg/view?utm_content=DAG_IQYER8U&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hb1d92485ca","One Pager",,"[""CEO"",""CIO"",""CFO""]","[""Consumer Products""]","[""Food"",""Food & Beverages""]","[""SAP Business Suite Cross""]","[""Finance and Q2C private"",""Finance and Q2C public"",""S/4HANA Finance"",""S/4HANA Private"",""SAP Integration Suite"",""Artificial Intelligence""]",,"CS Türkiye","Priority 1","3/9/2026 9:33 AM","Southern Europe","41"
"CROSS Ind. HCM CRM 200-500 with Vesa","SouthernEurope-46","Ariadna","Completed","DCM","CMP-000","Domestic&Non-Domestic
","Delayed","Outreach Campaign","NNN","2026-Q1","3/2/2026","3/31/2026","CRM-WE26-HXM-TR200_500","https://www.canva.com/design/DAHDdrXu5RM/mkvGemeZinzRogudWlzeUQ/view?utm_content=DAHDdrXu5RM&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h42a5dc8303","One Pager",,"[""CHRO""]","[""Industrial Manufacturing"",""Consumer Products"",""Mill Products and Mining"",""Agribusiness""]",,"[""Human Capital Management""]","[""SuccessFactors Cross"",""Core HR and Payroll public""]","VESA","CS Türkiye","Priority 3","3/9/2026 9:33 AM","Southern Europe","46"
"GROW Food&Beverage NON-CRM","SouthernEurope-42","Ariadna","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/5/2026","1/30/2026","CRM-WE26-S4H-TRFNB ","https://www.canva.com/design/DAG_IQYER8U/elb03Q-oTWssX-nUMcXJwg/view?utm_content=DAG_IQYER8U&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hb1d92485ca","One Pager",,"[""CEO"",""CIO"",""CFO""]","[""Consumer Products""]","[""Food"",""Food & Beverages""]","[""SAP Business Suite Cross""]","[""Finance and Q2C private"",""Finance and Q2C public"",""S/4HANA Finance"",""S/4HANA Private"",""SAP Integration Suite"",""Artificial Intelligence""]",,"CS Türkiye","Priority 1","3/9/2026 9:33 AM","Southern Europe","42"
"HCM Cross Ind. Above 500 CRM","SouthernEurope-53","Re-used Content","Completed","DCM","CMP-000","Above 500 Employees + Domestic
","Committed","Outreach Campaign","NNN","2026-Q1","3/2/2026","4/3/2026","CRM-WE26-HXM-GRABOVE500",,"One Pager",,"[""CHRO""]","[""Cross Industry""]",,"[""Human Capital Management""]","[""Artificial Intelligence"",""SuccessFactors Cross""]",,"CS Greece & Cyprus","Priority 3","3/9/2026 9:33 AM","Southern Europe","53"
"HCM Cross Ind. Above 500 NON-CRM","SouthernEurope-54","Re-used Content","Completed","DCM","CMP-000","Above 500 Employees + Domestic
","Committed","Outreach Campaign","NNN","2026-Q1","3/2/2026","4/3/2026","CRM-WE26-HXM-GRABOVE500",,"One Pager",,"[""CHRO""]","[""Cross Industry""]",,"[""Human Capital Management""]","[""Artificial Intelligence"",""SuccessFactors Cross""]",,"CS Greece & Cyprus","Priority 3","3/9/2026 9:33 AM","Southern Europe","54"
"CORE HR & PAYROLL - PS3 (GROWTH)","UKI-46","To be Assigned","Requested","DCM","CMP-000",,"Executed","Outreach Campaign","NNN","2026-Q1","1/20/2026",,"CRM-WE25-S4H-UK06_BHNR ",,"One Pager",,"[""CHRO""]","[""Professional Services""]","[""BusSvc incl. Facility Mgmt."",""IT-Serv. & BPO""]","[""Human Capital Management""]","[""Core HR and Payroll public""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","46"
"MEDIA (BROADCAST & ENTERTAINM.) + GROWTH","UKI-20","Mai","Completed","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAHEx3RlVlU/ghUfWtC3YmK5kEaovH0wRg/view?utm_content=DAHEx3RlVlU&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h8d68e62cf2","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Media"",""Sports and Entertainment""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","20"
"PS1 (M&A + GROWTH)","UKI-33","To be Assigned","Requested","DCM","CMP-000","2,224 + 546","Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-S4H-UK06_BHNR ",,"One Pager",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Professional Services""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","33"
"RECRUITMENT - EC&O (500+)","UKI-10","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/26/2026",,"CRM-WE26-HXM-UK01_RandP ",,"One Pager",,"[""CHRO""]","[""Engineering, Construction, and Operations""]",,"[""Human Capital Management""]","[""Learning and Talent""]",,"CS UKI","Priority 2","3/9/2026 9:36 AM","UKI","10"
"RECRUITMENT - HEALTHCARE (HOSPITAL)","UKI-71","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/27/2026",,"CRM-WE26-HXM-UK01_RandP ",,"One Pager",,"[""CHRO""]","[""Healthcare""]",,"[""Human Capital Management""]","[""Learning and Talent""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","71"
"BUSINESS SERVICES","UKI-86","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-ERP-IE12_BS ","https://www.canva.com/design/DAHCJhRsgsw/Fbj33UyFiHmyWk1GYweYEg/view?utm_content=DAHCJhRsgsw&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h4aaf85de71","One Pager",,"[""CIO""]","[""Professional Services""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","86"
"T&T (TRUCKING) COMBINED","UKI-23","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","4/7/2026",,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAHEyP79G9s/BPUfW5ZSkGBuwRz_KiZhqw/view?utm_content=DAHEyP79G9s&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h7ed9133c7f","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""Travel and Transportation""]","[""Trucking""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","23"
"WHS (IMC) + GROWTH","UKI-60","To be Assigned","Requested","DCM","CMP-000",,"Planned","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE25-S4H-UK06_BHNR ",,"One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Wholesale Distribution""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","60"
"PS2 ( IT & BPO) - GxS/FUNDING","UKI-4","To be Assigned","Requested","DCM","CMP-000","Two links since >100 accounts","Running","Outreach Campaign","NNN","2026-Q1","3/24/2026",,"CRM-WE25-S4H-UK06_BHNR",,"One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Professional Services""]","[""IT-Serv. & BPO""]","[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","4"
"CPG2 - Durable Goods","UKI-101","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","2/12/2026",,"CRM-WE26-S4H-CPG2_DG ","https://www.canva.com/design/DAHBf-mpXy8/jKwxA_uc6b7RHu7ux5uuNg/view?utm_content=DAHBf-mpXy8&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h2323602c37","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Consumer Products""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","101"
"BANKING (FUNDING) ","UKI-11","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","1/21/2026",,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAG_hxXiwto/_jVD8WQbHz1XvorUTlGAFQ/view?utm_content=DAG_hxXiwto&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hdf16961a89","One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Banking""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","11"
"Mill & Mining - Metals","UKI-107","To be Assigned","Requested","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1","3/17/2026",,"CRM-WE25-S4H-UK06_BHNR ",,"One Pager",,"[""CIO"",""CFO"",""CEO"",""COO"",""CPO""]","[""Mill Products and Mining""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","107"
"HIGH TECH (SOFTWARE)","UKI-29","Mai","Completed","DCM","CMP-000",,"Running","Outreach Campaign","NNN","2026-Q1",,,"CRM-WE26-S4H-HT_SFTWR","https://www.canva.com/design/DAHCI1osyX0/L63W8HnCRpEHKLltjiLWiw/view?utm_content=DAHCI1osyX0&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=haddfeb7d02","One Pager",,"[""CIO"",""CFO"",""CEO"",""COO""]","[""High Tech""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","29"
"EC&O (CROSS) + HIGH GROWTH","UKI-3","Mai","Completed","DCM","CMP-000","Two Links since >100 accounts","Running","Outreach Campaign","NNN","2026-Q1","2/3/2026",,"CRM-WE25-S4H-UK06_BHNR ","https://www.canva.com/design/DAHBlMAc_wg/jaywkBM4RlrxCZa_ETgciA/view?utm_content=DAHBlMAc_wg&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=hfd8cfad3d5","One Pager",,"[""CIO"",""CFO"",""COO"",""CEO""]","[""Engineering, Construction, and Operations""]",,"[""Finance and Spend Management""]","[""S/4HANA Finance""]",,"CS UKI","Priority 1","3/9/2026 9:36 AM","UKI","3"
